EC,NH3N,O2-Dis,TEMP,pH
109,0.03,6.8,17.3,7.3
78,0.1,10.7,9.3,7.3
67,0.03,10.8,13.5,7.4
80,0.02,10,11,7.3
61,0.01,10.4,15.1,7.3
76,0.15,10.6,6.7,7.2
66,0.03,11.8,7.5,7.1
69,0.01,12.1,7.6,7.2
61,0.07,12.7,4.1,7.2
88,0.01,12.3,5.8,7.1
92,0.02,12.4,5,7.3
87,0.04,13,4.1,7.2
76,0.03,13.3,4.7,7.2
87,0.01,13.4,4.8,7.3
70,0.02,13,5.5,7.3
82,0.01,12.5,5.2,7.4
69,0.02,12.5,6.6,7.3
59,0.05,10.8,10.7,7.3
64,0.05,10.7,12.9,7.4
60,0.03,11.1,12.5,7.3
65,0.07,10.4,14,7.3
58,0.01,11,11.6,7.3
57,0.02,10.8,13.9,7.2
72,0.04,10,17.3,7.3
74,0.05,10.3,17,7.5
70,0.03,10.2,15.8,7.1
64,0.01,9.7,18.2,7.4
75,0.05,9,21.1,7.3
70,0.04,8.4,22.6,7.4
59,0.02,10.6,23.1,7.2
72,0.01,9,24.5,7.5
50,0.01,9.5,18.8,7.3
75,0.02,8.4,25.3,7.5
88,0.04,7.7,25.2,7.3
85,0.02,8.5,24.2,7.5
82,0.02,7.7,24.6,7.3
81,0.03,7.7,20,7.3
67,0.06,9.3,16.6,7.2
63,0.02,10.7,13.3,7.3
82,0.03,9.6,14.5,7.4
73,0.01,10.1,16.4,7.4
80,0.06,10.4,12.1,7.2
79,0.04,10.4,9.7,7.2
92,0.02,10.7,9.1,7.3
73,0.09,12,6.1,7.1
74,0.05,12,5.7,7.3
71,0.01,12.8,6.5,7.4
64,0.01,11.9,6,7.2
72,0.01,12.8,6,7.3
72,0.1,11,7.7,7
73,0.06,12.5,6,7.3
58,0.02,10.7,12.2,7.2
54,0.01,12.1,10,7
66,0.04,10.5,14.6,7.2
88,0.02,8.2,25.6,7.4
64,0.01,8.7,21.7,7.3
81,0.01,8.8,22.8,7.6
69,0.02,8.9,22,7.5
73,0.03,8.3,24.5,7.4
60,0.02,9.1,19.6,7.4
80,0.08,9.3,15.5,7.3
81,0.04,9.5,16.3,7.3
67,0.03,11,9.1,7
84,0.02,11.5,8.9,7.4
80,0.02,12.6,5.9,7.3
71,0.02,12.3,5.3,7.1
59,0.04,11.9,7.5,7.2
78,0.02,13.2,4.8,7.3
63,0.01,12.8,7.5,7.3
79,0.02,13,5.6,7.3
59,0.04,12.3,8,7.4
58,0.04,10.5,13.1,7.1
58,0.02,11,11.6,7.4
61,0.03,10.3,15,7.2
64,0.02,9.9,14,7.3
60,0.01,10.1,12.5,7.4
60,0.04,10.2,19,7.1
66,0.02,10.3,17.1,7.5
82,0.01,9.4,20,7.6
71,0.01,9.8,18.1,7.5
91,0.07,8.4,20.7,7.4
74,0.04,8.9,20.5,7.6
82,0.02,8.5,20.7,7.2
72,0.02,8.8,22.5,7.4
81,0.03,8.7,24,7.3
86,0.03,8.5,23.5,7.1
72,0.02,8.1,26.4,7.4
81,0.01,7.1,27,7.4
70,0.02,10.4,15.4,7.5
71,0.01,9.1,17.3,7.3
82,0.01,9.7,16.8,7.3
85,0.12,12.3,3.9,7.2
87,0.03,12.4,5.5,7.2
85,0.05,12.7,4.1,7.1
88,0.04,12.1,6.1,7.3
72,0.01,12.8,5.7,7.2
87,0.01,13,4.8,7.4
65,0.11,12.7,3.4,7.2
63,0.04,12.1,5.5,7.2
64,0.02,12.1,8.7,7.1
54,0.04,11.3,8.9,7
58,0.04,12,8.5,7.4
62,0.02,11.9,9.9,7.2
58,0.02,10.9,12.9,7.2
61,0.06,9.5,16.4,7.1
69,0.02,10,16,7.6
60,0.05,9,18.8,7.2
88,0.04,8.6,22.3,7.4
77,0.02,8.8,23.6,7.4
54,0.02,9,19.5,7.2
91,0.03,7.9,25,7.4
89,0.03,8.4,24.8,7.4
81,0.04,8.4,25.1,7.4
67,0.02,9.7,14,7.2
60,0.06,12.6,4.2,7.1
50,0.04,12.8,3.8,7.3
75,0.02,12.2,7,7.3
88,0.04,12.7,6.2,7.4
75,0.02,11.8,7,7.2
64,0.01,12.6,7.1,7.2
53,0.06,10.9,7.5,7.1
63,0.06,7,6.3,7.1
62,0.07,10.6,12.7,7.2
81,0.02,11.4,14.8,7.4
67,0.03,10,16.5,7.1
64,0.02,9.7,19.1,7.4
53,0.03,8.6,24.2,7.5
65,0.02,8.8,24.5,7.4
82,0.09,7.5,23.3,7.5
70,0.03,8.9,23.3,7.3
62,0.01,9,25,7.3
87,0.04,9.2,15.3,7.3
73,0.03,10.1,14.7,7.4
75,0.04,9.2,15.5,7.2
69,0.01,9.6,16.8,7.4
72,0.07,9.9,12.1,7.2
73,0.06,10.6,10.2,7.2
81,0.01,10.8,12.5,7.3
73,0.02,10.4,14.1,7.3
93,0.05,12.8,4.4,7.3
59,0.03,12.5,6.3,7.3
71,0.02,12.7,4.5,7.2
60,0.05,12.2,5.4,7.1
80,0.04,13.2,3.7,7.1
74,0.04,13.1,3.5,7.4
66,0.01,11.5,9.5,7.3
58,0.04,11.8,8.8,7.2
50,0.02,11.2,8.9,7.1
53,0.03,11.5,10.1,7.2
61,0.02,11.8,9,7.2
56,0.07,11.2,18.9,7.3
76,0.08,9.1,18.7,7.4
64,0.03,10.3,15.5,7.4
77,0.09,7.9,20.6,7.1
73,0.01,9.3,20.6,7.5
72,0.04,8.5,22.1,7.2
72,0.03,8.4,24,7.3
71,0.03,8.6,24.5,7.4
60,0.04,8.4,22.6,7.4
86,0.04,8,23.4,7.4
60,0.02,9.1,18.1,7.3
76,0.03,8.5,20.5,7.2
82,0.04,8.9,18.1,7.3
62,0.03,10.8,10.3,7.2
74,0.02,10.1,13.5,7.3
82,0.03,12.6,4.5,7.3
76,0.01,13.1,3.7,7.3
83,0.06,13,4.6,7.2
65,0.05,9.7,15.9,7.3
65,0.02,9.6,16,7.4
71,0.02,10.1,15.5,7.3
70,0.03,9.5,21.5,7.6
87,0.03,8,23.9,7.5
70,0.01,8.8,24.1,7.6
84,0.02,7.9,25.4,7.6
68,0.03,8.4,20,7.4
81,0.04,8.8,19.5,7.3
69,0.02,9.2,19.8,7.3
69,0.06,10.4,10.5,7.1
84,0.06,10.2,11.6,7.3
60,0.07,11.8,5.5,7.1
62,0.02,10.5,16.1,7.4
55,0.03,9.4,16.5,7.1
54,0.01,9.3,17.5,7.2
82,0.06,8.7,20.6,7.4
75,0.02,9.1,20.2,7.4
60,0.05,8.9,17.6,7.2
58,0.02,9.2,18,7.3
77,0.02,9.1,18.5,7.3
84,0.01,9.2,20.7,7.6
73,0.04,11.2,9,7.4
85,0.02,10.5,11.6,7.3
60,0.06,12.1,5.5,6.9
68,0.03,12.5,5.5,7.3
89,0.02,12.5,4.8,7.2
54,0.06,11.8,9.2,7.1
72,0.03,8.7,20,7.2
56,0.04,8.2,21.5,7.2
57,0.04,8.5,20.8,7.3
67,0.01,9.4,21.1,7.4
99,0.04,9.2,18.3,7.3
67,0.04,8.6,14.7,7.3
58,0.01,10.5,14,7.3
86,0.06,7.6,7.6,7.2
68,0.08,13,3.3,7.1
90,0.04,12.3,7,7.4
80,0.09,13.1,3.7,7.2
65,0.02,8.9,22.3,7.3
68,0.03,8.4,23.5,7.3
68,0.05,9.6,18,7.5
65,0.02,10.3,12.3,7
78,0.01,10.6,13,7.4
62,0.06,10.4,6,7.2
76,0.02,13.2,4.5,7.3
84,0.04,8.4,22.9,7.3
67,0.02,8.7,22.6,7.3
104,0.1,11.8,8.2,7.3
110,0.1,12.1,7.8,7.9
99.1,0.02,10.9,10,7.2
96,0.1,9.3,21.2,7.2
102,0.1,7.7,25.7,6.7
109,0.01,7.7,28,6.6
103,0.02,7.6,26.9,7.8
107,0.1,9,25.6,7.3
100,0.01,7.5,27.6,7.5
124,0.1,8.4,19.4,6.7
109,0.1,9.1,17.3,6.7
84,0.01,10,16.1,6.6
101,0.02,9.2,17.7,7.7
111,0.1,10.3,12,7
119,0.1,11.2,13,7.1
97,0.1,10.8,10.5,7.5
122,0.1,11.6,8.1,7.5
104,0.1,12.3,8.1,7.5
118,0.02,11.3,8.4,7.5
101,0.1,11.2,6,7.5
121,0.1,12,10.2,7.7
85,0.03,10.6,13.7,7.4
99,0.01,8.9,20.8,7.5
97.2,0.03,8.7,20.1,7.8
123,0.1,8.2,23.4,7.3
75,0.02,9.1,18.9,7.3
117,0.1,7.8,28,7.2
108,0.1,7.8,26.2,6.9
105,0.1,9.8,17.7,7.2
91,0.1,10.2,12.5,6.6
142,0.01,10.5,12,7.7
118,0.04,9.9,12.8,7.5
114,0.1,11.7,6.8,7
123,0.03,10.7,9,8.3
151,0.02,12.3,6,7.9
111,0.01,11.9,7,7.6
120,0.02,10.9,9.2,8
150,0.03,11.8,8,7.8
89,0.02,11,11.3,7.6
105,0.01,11.6,8.1,7.6
200,0.02,11.1,8.8,7.5
84,0.01,9.5,18.8,7.8
110,0.02,7.8,24.2,7.5
108,0.02,7.5,27.7,7.9
114,0.1,8.1,23.5,6.5
120,0.01,7.8,24.3,7.7
97,0.1,8.6,21.2,7
115,0.01,9.1,19.7,7.5
121,0.01,8.2,21,7.5
126,0.01,8.3,22,7.8
129,0.02,10.3,12.8,7.7
118,0.01,11.8,7.6,7.7
116,0.01,12,6.8,7.6
128,0.02,11.2,8.4,7.6
255,0.01,9.9,13.3,7.6
105,0.1,8.6,22.8,7.5
82,0.03,9.1,18.2,7.4
144,0.01,9.4,27.3,7.6
385,0.01,7.5,28.1,7.6
107,0.01,8.2,25.8,7.8
108,0.02,8.4,25.5,7.6
120,0.02,8,28.6,7.5
66,0.01,8.7,24.7,7.3
149,0.01,7.9,26.5,7.5
94,0.1,9.1,20.3,7.6
99.2,0.02,8.6,22.2,7.6
95,0.1,10.1,14.7,7.4
146,0.01,9.9,13.7,7.6
112,0.1,11.1,8.6,6.7
113,0.1,11.7,9.3,7.5
118,0.02,12,7,7.5
110,0.02,11.5,7.9,7.5
103,0.01,11.6,8.8,7.7
114,0.1,11.2,8.2,7.4
182,0.02,11.9,7,7.8
119,0.02,11.7,7.9,7.5
243,0.02,11.3,10.9,7.8
104,0.1,8.9,20.4,7.5
99,0.01,7.9,24,7.5
94,0.02,8.6,22.3,7.7
105,0.1,9.7,25,7.4
97,0.1,8.3,23.2,7.4
221,0.01,9.3,20.9,7.7
116,0.1,7.6,24.3,6.5
119,0.01,8.7,23,7.3
107,0.02,7.5,26.8,7.3
77,0.12,8.3,24.6,7.6
120,0.01,8.3,25.5,7.7
233,0.02,9,19,7.7
147,0.1,8.5,18,6.6
121,0.1,9.6,15,6.4
115,0.02,9.3,16.5,7.9
37.9,0.04,8.7,16.9,7.6
109,0.1,10.6,9.7,6.7
119,0.01,10.4,12.3,7.4
100,0.01,11.4,9.3,7.6
114,0.01,10.9,11.3,7.6
134,0.01,10.9,9,7.8
124,0.01,11.5,7.4,7.6
101,0.02,11.7,7.8,7.4
177,0.01,10.5,11.6,7.6
88,0.02,9.8,17,7.6
74,0.1,9.2,17.9,6.4
286,0.02,8.3,22.2,7.8
112,0.01,8.9,23.2,7.6
66,0.1,9.5,20.5,7
105,0.1,7.5,26.9,7.1
106,0.02,7.9,26.7,7.9
114,0.02,6.9,28.5,7.3
188,0.03,7.9,26.5,7.6
107,0.1,8,25,7.1
97,0.1,8.4,24.2,7.6
116,0.02,7.8,23.6,7.6
93,0.1,8.9,20.2,6.8
99,0.1,9.6,21.6,7.5
89,0.01,9.3,19.8,7
129,0.01,10.4,12,7.6
106,0.03,9.7,16,7.7
127,0.1,10.8,10,7.2
135,0.01,11,8.9,7.6
118,0.01,11.6,7.4,7.6
132,0.02,10.7,10.4,7.6
121,0.1,11.6,6,6.8
119,0.03,11.8,7.8,6.5
86,0.01,11.9,8.5,7.7
116,0.01,12.3,5.1,7.5
120,0.1,10.9,9,7.4
85,0.01,11.3,9.3,6.5
116,0.03,10.8,10.1,7.2
106,0.03,11.2,10.5,7.6
110,0.01,10.1,14,7.6
85,0.02,10.2,13.2,7.4
97,0.1,9.9,15.4,7.3
117,0.03,8.8,18.3,7.7
88,0.1,8.6,21,7.4
96,0.01,9,22,7.6
194,0.03,8.3,25,7.5
109,0.01,8.2,22,7.5
86,0.01,8.5,22.9,7.6
99.6,0.02,8.2,25.3,7.7
104,0.01,7.5,28,7.5
97,0.1,8.9,19.5,7.1
115,0.01,9.4,19.1,7.5
120,0.1,9.1,14.7,7.4
105,0.01,9.9,15.8,7.7
93,0.1,11.1,11,7.2
112,0.1,10.4,11.5,6.8
111,0.02,11.1,9.4,7.5
191,0.01,12,5.5,7.9
110,0.02,11.6,7,7.6
99,0.02,12.1,6.5,7.5
97,0.02,11.1,11,7.5
203,0.02,11.2,8.8,7.7
88,0.02,11.3,10.1,7.5
155,0.02,10,11.8,7.4
111,0.01,9.2,20.3,7.1
140,0.02,8.5,19.6,7.5
95.6,0.02,8.8,21.5,7.7
72,0.1,8.6,21.5,7
90,0.1,8.8,20.9,7.1
115,0.1,8.3,24.4,6.3
97,0.1,9.2,24.6,7.7
91,0.02,8.6,21.3,7.5
81.6,0.02,7.9,26.8,7.8
126,0.03,8.6,19,7.9
120,0.1,10.1,16,7.1
200,0.02,9.5,15,7.6
117,0.01,10.2,11.5,7.6
116,0.01,12,6.1,7.4
110,0.02,11.5,8.4,7.6
99,0.02,12.6,5.3,7.6
190,0.02,10.5,12.3,7.7
106,0.1,9.5,17.7,7
92,0.02,9.3,18.2,7.5
142,0.02,8.6,21.1,7.8
111,0.05,9,18.8,7.8
247,0.01,8.9,17.8,7.7
89,0.01,9.3,20.2,7.5
106,0.02,8.6,21.3,7.5
101,0.01,8.2,25.5,7.6
95,0.02,8.9,21,7.6
102,0.01,7.8,24.4,7.8
114,0.01,8.7,20.6,7.6
100,0.02,10,15.1,7.5
153,0.01,11.1,9,7.3
126,0.02,10.6,11.5,7.9
130,0.02,10.5,11.4,7.5
149,0.01,11.4,8.7,6.5
101,0.01,12.2,6.8,7.7
114,0.02,11.1,9.2,7.5
232,0.02,11.3,7.9,7.5
103,0.01,11.4,9.9,7.6
120,0.1,10.8,10.3,7
109,0.1,8.9,18,7.3
98,0.1,9,20.8,6.9
110,0.1,8.8,21.9,7.2
108,0.01,8.4,26.3,7.5
122,0.01,9.8,14.3,7.5
117,0.1,11,9.2,6.5
114,0.1,12.2,9,7.3
117,0.01,11.5,8.1,7.5
110,0.01,11.3,8.5,7.6
114,0.02,12,5.6,7.5
121,0.1,10.1,11.6,6.6
101,0.01,10.8,10.2,7.5
105,0.1,10,19.2,7.6
116,0.02,9.4,18.8,7.7
99,0.01,8.4,26.1,7.6
93,0.02,7.7,23,7.7
99,0.01,8.5,23.1,7.5
130,0.1,8.7,19,7
115,0.01,8.8,20.6,7.7
637,0.02,9.2,15.5,7.4
465,0.02,11.5,6.5,7.9
87,0.02,11.3,10.8,7.4
119,0.01,10.4,10.5,7.6
121,0.01,10.8,9.6,7.5
121,0.02,10.4,13.3,7.5
93,0.02,9.2,18,7.6
100,0.03,7.8,21.4,7.7
108,0.01,8.3,24.4,7.8
99,0.1,9.9,16.9,7.2
130,0.01,8.8,21,7.4
141,0.02,9.5,15.5,7.5
126,0.1,11.4,8.2,6.7
198,0.02,11.2,7.8,7.6
109,0.03,11.9,6.4,7.5
124,0.01,11.4,9.6,7.6
106,0.02,10.7,12.1,7.6
108,0.02,9.8,14.9,7.6
95,0.03,9.6,14.7,7.7
118,0.1,8.6,16.6,6.8
117,0.03,8.1,22,7.4
112,0.01,8.5,22.7,7.4
73,0.01,8.8,20.7,7.4
760,0.01,8.5,21,7.5
119,0.01,9.1,14.4,7.6
125,0.01,11,6.9,7.9
108,0.11,12.3,4.8,7.3
101,0.1,8.8,23.6,7.3
105,0.01,8.6,25.1,7.6
114,0.02,8.2,25.3,7.7
131,0.1,8.6,16.7,6.6
119,0.02,8.9,19.3,7.9
112,0.02,9.5,15.7,7.4
103,0.01,11,11,7.5
156,0.02,11.6,8.7,7.8
119,0.07,8.1,19.5,7.6
115,0.02,9.1,18.4,7.4
353,0.02,8.3,22.5,7.8
110,0.03,7.3,27.3,7.9
78,0.1,10.4,14.8,7.2
117,0.01,10.6,11,7.7
110,0.02,10.5,12,7.4
102,0.01,10.7,9.4,7.6
100,0.1,10.7,11.8,7.3
130,0.1,10.2,13.4,6.9
120,0.02,9.5,17,7.8
96,0.15,9.1,19.8,7.1
109,0.01,7.6,26.4,7.5
87,0.08,8.1,22.8,7.5
80,0.1,9.2,19.5,7
106,0.01,9.1,18.8,7.6
108,0.1,9.9,14,6.8
120,0.1,11.8,8.4,7.3
112,0.01,8.9,18.1,7.6
106,0.01,9.3,16.7,7.6
116,0.01,9.5,15.6,7.6
125,0.1,9.3,17,7
189,0.01,9,13.5,7.6
113,0.01,9.8,14.5,7.5
543,0.02,10.4,10.9,7.5
91,0.01,11.5,9,7.4
115,0.02,8.7,20.3,7.5
129,0.01,8,24.1,7.6
112,0.1,8.3,24.5,7
85,0.01,8.3,23.4,7.3
96,0.1,8.4,23.2,6.7
113,0.02,8.6,19.8,7.5
96,0.1,10.9,7,6.6
72,0.01,10.4,13.6,7.4
95,0.01,9.9,14.3,7.8
132,0.01,8.8,20,7.4
111,0.01,9,20.2,7.7
115,0.02,8.7,21.7,7.5
87,0.05,8.4,25.4,7.6
113,0.01,8.3,25.1,7.4
80,0.1,12.5,6.2,6.7
101,0.1,9.7,15.6,6.7
127,0.02,8.5,20.1,7.4
109,0.01,10.8,12.2,7.9
130,0.1,11.2,8.2,6.6
252,0.01,10,15.5,7.6
112,0.02,9.9,15.2,7.5
119,0.02,8.7,21.5,7.5
72,0.01,8.5,21.8,7.5
84.8,0.01,8.6,23.6,7.6
529,0.01,8.1,24,7.3
107,0.13,9.7,16.1,7.4
116,0.03,9.3,18,7.1
77,0.01,9.2,17,7.5
111,0.04,7.8,26.5,7.5
125,0.02,8.2,19.4,7.6
107,0.1,8.6,25.9,7.3
198,0.01,8.4,24.1,7.2
99,0.01,9.2,17.6,7.6
124,0.13,11,9,7.4
103,0.02,9.3,19.4,7.8
103,0.1,9.5,15.3,7.2
80,0.1,8.6,23.2,6.8
116,0.1,10.2,15.5,7.4
87,0.1,9.9,16,7.3
119,0.01,9.7,15.6,8.1
83,0.1,9.3,18.4,7.1
124,0.01,10.9,11.3,7.6
93,0.13,9.3,18.5,7.1
100,0.02,9.1,25,7.6
75,0.96,3.9,26,6.01
120,0.93,3.6,28.5,6.09
40,0.61,5.6,28,6.1
60,0.5,3.3,27,6.6
80,0.84,3.8,28,6.8
120,0.99,2.7,27,6.95
100,0.45,5.4,26,7
90,0.86,5,22,6.3
70,0.84,4,27,5.31
92,0.96,4.5,28,5.78
100,1.3,2.3,28,6.2
150,1.3,2.1,28,6.9
130,0.78,4,30,6.38
90,1.16,3.8,24,5.6
80,0.96,3.1,27,6.4
90,0.8,2.8,27,6.6
82,0.76,3,28,6.7
100,0.96,3.2,26,7.55
80,0.48,5,28,5.7
70,0.52,5.9,23,6.2
40,0.01,7.2,27.22,6.6
60,0.01,7.6,27,6.7
40,0.01,7.9,27.22,6.7
40,0.03,7.15,26,7
40,0.01,6.9,28,6.7
30,0.01,7.6,27,7.4
50,0.01,7.4,26,7.2
65,0.01,7.5,27.22,7
45,0.02,7,27,6.5
40,0.02,7.6,27,6.4
40,0.01,7.4,27.22,6.8
50,0.01,7,26,7.3
50,0.01,6.8,26,8.2
60,0.01,7.4,28,6.6
60,0.02,6.8,27,7.6
40,0.01,7.6,27.2,6.3
50,0.02,7.3,26,7.3
50,0.01,6.4,26,6.9
200,0.01,10,27.22,7.3
60,0.02,7.4,27,6.8
40,0.02,7.1,27,6.1
50,0.01,8.2,27,6.9
50,0.03,6.3,26,6.7
48,0.01,7.4,27.22,6.6
50,0.01,7.4,26,7.4
60,0.01,7.3,26,7.3
60,0.02,6.8,26,6.8
30,0.01,6,27,7.2
50,0.01,7.2,27.22,6.6
40,0.02,7.4,26,6.9
50,0.02,8.1,27,7.3
60,0.035,7.5,27,7.5
60,0.05,6.6,26,7.3
40,0.02,7.4,26,7.4
50,0.02,7,27,6.9
50,0.02,7.4,27.22,6.5
50,0.01,7.3,26,6.9
60,0.09,7.5,27,6.8
40,0.01,7.1,26,7.3
40,0.02,7,27.22,6.7
55,0.01,7.5,26,6.6
40,0.01,6.8,26,7.3
50,0.02,7,26,6.4
55,0.01,8.4,27,7.2
50,0.01,8,26,7.2
40,0.01,7.65,27,6.8
49,0.02,6.7,27,6.9
45,0.01,6.8,27,6.8
50,0.01,7.5,27.22,6.4
60,0.05,6,27,7.5
60,0.01,7.6,27,6.8
80,0.05,6.3,27,8
70,0.1,6.3,27,6.8
70,0.01,7.8,27,7.3
60,0.01,6.9,27,7.3
90,0.01,7.7,27,6.8
50,0.01,7.5,27.22,6.6
40,0.02,6.4,26,7
75,0.05,6.9,27,7
50,0.04,5.5,27,7.4
55,0.01,7.4,27.22,7.6
70,0.04,7.4,27,7.3
70,0.01,6.5,27,9.1
40,0.01,7,27,6.8
40,0.07,8.3,27,6.6
48,0.01,6.9,27.22,6.7
50,0.01,6.9,27.22,6.7
40,0.01,7.7,27,6.7
40,0.02,7.3,26,6.9
60,0.01,7.1,26,7.3
60,0.01,7.6,27,7.2
45,0.03,6.4,27,7
48,0.01,7.1,28,6.7
50,0.01,7.2,27,7
50,0.01,6.6,27,7.1
55,0.02,6.9,27,7.5
40,0.02,7.1,27.22,6.7
40,0.01,7.35,26,6.9
45,0.05,7,27,7.9
50,0.03,6.2,27,7
40,0.09,6.7,27,6.2
40,0.01,7.2,27.22,6.5
35,0.02,7.2,27,6.8
90,0.05,6.3,27,7.3
80,0.03,6.4,27,8.1
50,0.01,7.8,27,7.4
60,0.01,7.4,27.22,7.2
60,0.01,7,27,7.2
65,0.02,7.4,28,6.7
70,0.01,7.2,27.22,7.2
50,0.01,7.5,27,6.9
70,0.01,7.1,27,7.3
55,0.02,6.7,27,7.2
35,0.01,6.2,27,6.3
45,0.06,7.7,26,6.7
45,0.01,6.9,27.22,6.7
760,0.122,5.8,29,7.9
475,0.268,6.3,28,6.3
1400,0.07,7.2,26,6.9
940,0.044,6.4,28,7.7
1040,0.02,6.2,30.6,8.1
790,0.013,8.1,25.8,8
840,0.05,7.8,26,7.9
720,0.01,7.3,25,7.75
730,0.002,6.4,29.5,7.9
67,0.1,11,15,7.7
57,0.1,10.8,14,7.8
58,0.1,10.9,13,7.6
50,0.1,10.9,13,7.4
65,0.1,10,13,6.9
65,0.1,10,13,7
65,0.1,10.2,12.8,7
65,0.1,10,12.7,7
73,0.1,9.4,11,6.8
73,0.1,9.9,11,6.9
78,0.1,10.2,11,7.2
73,0.1,9.4,10,6.7
78,0.1,9.9,16,7.6
71,0.1,9.1,11,6.8
71,0.1,9.3,12,6.8
73,0.1,9.4,13,7
65,0.23,8.4,15.5,7
65.5,0.18,8.2,15.3,6.9
65,0.17,8.1,15.3,6.8
65,0.15,8.2,15.4,6.9
94,0.1,7.6,15,6.7
78,0.1,7.5,21,6.9
74,0.1,7.5,24,7.3
87,0.1,7.4,13,6.6
62.5,0.1,9.3,12.7,7.1
63.5,0.1,9.9,14.5,8.6
63.5,0.1,10,16.1,7.6
63.5,0.1,10,18.3,7.8
55,0.1,10,13.5,6.9
60,0.1,9.2,15,6.9
65,0.1,9.1,15.5,6.8
65,0.1,10.5,16.5,6.9
65.5,0.1,10,8,7.7
60,0.1,9.2,12,7.7
53.5,0.1,9.1,12,7.8
46.5,0.1,10.5,13,7.8
65,0.1,7.8,10.5,6.6
65,0.1,7.8,10,6.5
72,0.16,7.4,15.1,6.7
72,0.11,8.6,15.1,6.8
78,0.23,8.1,24.2,7.2
60,0.11,6.1,20,7.2
60,0.1,5.9,20,7.3
60,0.1,6,20,7.4
60,0.0008,7.9,21,8.5
65,0.0008,8.5,22.9,8.6
45,0.0008,8.6,12.4,8
50,0.0008,8.5,13.9,8.6
65,0.039,10.1,15,7.3
70,0.039,10.4,16,7.4
70,0.039,10.5,17,7.6
310,0.1,8.7,20,7.6
67,0.15,6.6,16,6.7
75,0.11,7.1,17,7.6
77,0.1,8,24,8
74,0.19,8.4,14,6.3
68,0.13,8.9,14,6.3
67,0.11,8.8,15,6.3
67,0.2,8.8,14.5,6.3
65,0.28,8.4,15.2,6.1
65,0.18,7.9,15,6
65,0.23,7.1,15,6.2
67,0.27,6.5,14.7,6.3
67,0.1,8.3,15.1,6.7
67,0.1,8.3,15,6.8
82,0.1,8.3,24.9,6.9
70,0.15,9.8,18.5,6.5
72,0.16,10,18.5,6.7
66,0.13,7.9,12,7.3
67,0.15,9.1,15,7.3
67,0.15,9.2,15.5,7.4
65,0.16,8.9,15.5,7.3
70,0.1,8.5,20,6.7
90,0.12,7.9,13.9,7.4
90,0.12,7.6,15.4,7.4
70,0.12,9.1,20.6,7.4
64,0.12,9.1,20.7,7.4
65,0.046,6.4,14,7.2
60,0.046,6.6,17,7.3
62,0.046,9.6,16,6.9
70,0.046,9,16,7.2
40,0.15,10.4,12.5,7.7
45,0.026,10.8,11,7.4
40,0.015,10.6,11.5,7.2
50,0.15,10,11,5.9
40,0.094,10.1,11.5,5.7
69,0.1,9.6,14,7.2
70,0.12,9.4,13,6.9
70,0.11,9.1,13,7
70,0.1,9.2,13.5,7
69,0.17,9.1,14,6.4
55,0.17,6.9,14.5,6.7
50,0.19,7.3,14.5,6.3
56,0.1,8.7,15,6.7
56,0.1,8.4,15,6.7
54,0.11,8.4,16,6.6
56,0.1,8.6,15,6.8
70,0.1,9.6,11,6.7
70,0.1,9.9,12,7
70,0.1,10,12,7
70,0.1,10.1,12,6.9
56,0.117,9.1,15,7.5
62,0.078,10,15,7.4
65,0.039,10,13,6.9
68,0.17,8.8,14,7.2
68,0.16,9.3,14,7.2
74,0.22,9.1,17,7.3
68,0.22,10.6,14.5,7.4
70,0.015,10.8,20,8.6
60,0.015,9.1,16,8.7
73,0.23,8.1,20,7.1
75,0.23,7.8,25,7.7
76,0.22,7.9,17,6.9
74,0.22,7.6,18,6.9
66,0.23,8,13,6.7
66,0.21,8.6,19.3,6.7
67,0.16,8.7,13.8,6.8
60,0.046,8.2,16.5,7
68,0.15,7.7,14,6.7
67,0.15,7.3,15,6.9
67,0.19,7.4,15,6.9
57,0.1,8.9,13.9,7.9
56,0.1,8.5,14.2,7.9
56,0.1,8.5,14.4,7.8
56,0.1,8.4,14.4,7.8
62,0.0008,9.2,12.5,7.4
57,0.0008,9,13,7.2
53,0.0008,8,13,7.4
58,0.0008,6.5,12,7.5
30,0.015,10.6,12.5,6.4
30,0.015,10.4,12.5,6.4
35,0.028,10.5,12.5,6.5
60,0.2,9.6,12,7.2
68,0.24,9.7,14,7.2
64,0.2,10.3,13,7.3
65,0.1,10.1,11.5,7.1
63,0.12,9.8,11.5,7.1
62,0.14,10.5,11.5,7
62,0.18,11.1,14,6.9
70,0.039,9.8,20,6.3
65,0.1,6.1,15.9,7.5
60,0.1,6.3,15.9,7.5
65,0.1,8.2,16.6,7.7
65,0.1,8.4,16.7,7.7
64,0.12,8.4,14.3,6.8
64,0.1,8.3,14.4,6.8
64,0.15,8.2,14.5,6.8
64,0.12,8.4,14.5,6.8
70,0.14,9.3,11.5,7.1
70,0.1,9.8,11.5,7.1
70,0.1,9.9,11.5,7.1
270,0.21,10.3,12,7.1
70,0.039,10.3,12.3,7.2
70,0.039,11.26,12.6,7.2
70,0.039,11.45,12.5,7.2
65,0.08,11.88,12.6,7.2
64,0.1,9.5,10.5,6.6
63,0.1,10.2,10.5,6.8
64,0.1,10.2,10.5,7.1
64,0.1,10.5,11,7.1
55,0.19,10.1,12.5,7.5
50,0.214,9.9,14.5,7.5
