created_at,entry_id,Temp,Turbidity,Dissolved O2,pH,Ammonia,Ntrate
2021-06-19 22:47:45 CET,5674,25.9375,17,2.771,7.2897,4.63497,120
2021-06-19 22:48:05 CET,5675,25.9375,16,3.027,7.30332,5.0969,118
2021-06-19 22:48:26 CET,5676,25.9375,17,34.834,7.29424,4.54792,118
2021-06-19 22:48:47 CET,5677,25.9375,18,13.552,7.29424,5.11634,122
2021-06-19 22:49:08 CET,5678,25.9375,17,13.336,7.28516,4.54792,117
2021-06-19 22:49:28 CET,5679,25.875,17,13.944,7.31694,4.63497,118
2021-06-19 22:49:49 CET,5680,25.9375,17,0,7.2897,4.47951,117
2021-06-19 22:50:47 CET,5681,25.9375,16,10.861,7.27608,5.1949,114
2021-06-19 22:51:08 CET,5682,25.9375,17,12.014,7.26246,4.79604,117
2021-06-19 22:51:29 CET,5683,25.875,17,12.334,7.30332,4.68802,115
2021-06-19 22:51:50 CET,5684,25.9375,17,13.768,7.27608,4.77786,117
2021-06-19 22:52:11 CET,5685,25.875,17,34.89,7.29878,4.59994,115
2021-06-19 22:52:31 CET,5686,25.875,17,12.927,7.28062,4.79604,116
2021-06-19 22:52:52 CET,5687,25.875,17,6.728,7.27154,5.41747,117
2021-06-19 22:53:13 CET,5688,25.875,17,15.626,7.28516,4.79604,115
2021-06-19 22:53:33 CET,5689,25.9375,17,9.05,7.31694,5.62844,112
2021-06-19 22:53:54 CET,5690,25.9375,17,15.402,7.2897,4.88802,118
2021-06-19 22:54:14 CET,5691,25.875,17,0,7.267,5.45899,112
2021-06-19 22:54:35 CET,5692,25.875,16,11.357,7.32148,5.45899,115
2021-06-19 22:54:55 CET,5693,25.9375,15,9.235,7.28062,5.50085,117
2021-06-19 22:55:16 CET,5694,25.875,17,13.592,7.30332,4.68802,115
2021-06-19 22:55:37 CET,5695,25.875,16,13.728,7.267,5.39682,115
2021-06-19 22:55:57 CET,5696,25.9375,17,14.801,7.29878,4.70585,117
2021-06-19 22:56:18 CET,5697,25.9375,16,12.006,7.29424,4.74171,115
2021-06-19 22:56:39 CET,5698,25.9375,17,10.052,7.2897,4.77786,115
2021-06-19 22:57:00 CET,5699,25.875,17,8.193,7.27608,4.75975,115
2021-06-19 22:57:21 CET,5700,25.875,17,34.922,7.28516,4.79604,116
2021-06-19 22:57:41 CET,5701,25.875,15,0,7.29424,5.65,115
2021-06-19 22:58:02 CET,5702,25.9375,17,0,7.29878,5.31509,119
2021-06-19 22:58:22 CET,5703,25.9375,16,11.67,7.25792,4.79604,116
2021-06-19 22:58:43 CET,5704,25.875,17,12.759,7.30332,5.00082,117
2021-06-19 22:59:03 CET,5705,25.875,17,12.415,7.28516,5.56426,117
2021-06-19 22:59:23 CET,5706,25.875,17,0,7.28516,4.79604,116
2021-06-19 22:59:44 CET,5707,25.875,17,34.962,7.2897,5.54304,102
2021-06-19 23:00:04 CET,5708,25.875,17,11.87,7.28516,5.29486,116
2021-06-19 23:00:23 CET,5709,25.875,17,18.999,7.30786,5.848,111
2021-06-19 23:00:43 CET,5710,25.875,17,13.167,7.27154,5.87045,112
2021-06-19 23:01:04 CET,5711,25.875,17,12.927,7.2897,5.03903,117
2021-06-19 23:01:25 CET,5712,25.875,17,2.026,7.26246,5.62844,115
2021-06-19 23:01:45 CET,5713,25.875,16,11.91,7.28516,5.11634,115
2021-06-19 23:02:06 CET,5714,25.875,17,11.421,7.28516,5.0969,114
2021-06-19 23:02:26 CET,5715,25.875,17,34.946,7.2897,4.96292,114
2021-06-19 23:02:46 CET,5716,25.875,15,12.975,7.2897,5.89298,115
2021-06-19 23:03:07 CET,5717,25.9375,16,34.185,7.29878,5.23464,114
2021-06-19 23:03:27 CET,5718,25.9375,15,0,7.31694,5.96113,112
2021-06-19 23:04:25 CET,5719,25.875,16,13.023,7.28516,5.65,117
2021-06-19 23:04:45 CET,5720,25.875,17,12.463,7.29878,5.3558,113
2021-06-19 23:05:06 CET,5721,25.875,17,34.89,7.29878,5.0969,115
2021-06-19 23:05:26 CET,5722,25.9375,17,34.898,7.29424,5.11634,115
2021-06-19 23:05:46 CET,5723,25.875,15,11.381,7.2897,5.75912,114
2021-06-19 23:06:06 CET,5724,25.875,17,34.89,7.27154,5.05824,114
2021-06-19 23:06:26 CET,5725,25.875,17,15.01,7.2897,4.81429,115
2021-06-19 23:06:46 CET,5726,25.875,17,1.353,7.2897,5.21473,117
2021-06-19 23:07:07 CET,5727,25.9375,17,11.485,7.28516,5.82565,118
2021-06-19 23:07:27 CET,5728,25.875,17,0,7.28516,5.0969,116
2021-06-19 23:07:47 CET,5729,25.875,17,0,7.29424,4.83261,115
2021-06-19 23:08:07 CET,5730,25.875,17,0,7.2897,5.73712,113
2021-06-19 23:08:28 CET,5731,25.875,17,34.786,7.29878,5.67165,112
2021-06-19 23:08:48 CET,5732,25.875,15,15.146,7.32602,5.73712,117
2021-06-19 23:09:09 CET,5733,25.875,16,12.102,7.29424,4.96292,117
2021-06-19 23:09:29 CET,5734,25.9375,16,0,7.2897,5.0969,118
2021-06-19 23:09:49 CET,5735,25.875,17,27.641,7.3124,6.24207,114
2021-06-19 23:10:09 CET,5736,25.875,17,12.983,7.30332,4.79604,117
2021-06-19 23:10:30 CET,5737,25.875,17,18.486,7.2897,5.60696,112
2021-06-19 23:10:50 CET,5738,25.875,17,4.941,7.29424,4.88802,117
2021-06-19 23:11:10 CET,5739,25.875,15,12.054,7.31694,5.71521,115
2021-06-19 23:11:30 CET,5740,25.875,16,9.411,7.29878,4.92532,116
2021-06-19 23:11:50 CET,5741,25.875,16,10.548,7.30332,5.03903,117
2021-06-19 23:12:11 CET,5742,25.875,15,0.536,7.31694,5.47987,116
2021-06-19 23:12:30 CET,5743,25.875,16,13.912,7.29424,4.81429,116
2021-06-19 23:12:50 CET,5744,25.875,15,11.085,7.25338,5.54304,117
2021-06-19 23:13:11 CET,5745,25.875,15,13.656,7.30332,4.81429,117
2021-06-19 23:13:31 CET,5746,25.875,15,23.22,7.28516,5.54304,115
2021-06-19 23:13:51 CET,5747,25.875,17,10.196,7.2897,5.41747,113
2021-06-19 23:14:11 CET,5748,25.875,15,11.91,7.2897,5.65,115
2021-06-19 23:14:31 CET,5749,25.875,17,10.741,7.28516,4.81429,114
2021-06-19 23:14:51 CET,5750,25.9375,15,11.558,7.31694,5.65,115
2021-06-19 23:15:11 CET,5751,25.875,17,14.858,7.30332,4.92532,117
2021-06-19 23:15:31 CET,5752,25.875,15,0,7.29424,5.75912,113
2021-06-19 23:15:51 CET,5753,25.875,17,13.143,7.28516,5.56426,111
2021-06-19 23:16:10 CET,5754,25.875,16,11.758,7.29424,4.90663,117
2021-06-19 23:16:30 CET,5755,25.875,17,0,7.28516,4.90663,115
2021-06-19 23:16:50 CET,5756,25.875,17,12.102,7.2897,5.54304,115
2021-06-19 23:17:11 CET,5757,25.875,15,6.351,7.2897,5.5219,115
2021-06-19 23:17:31 CET,5758,25.875,15,12.022,7.29878,5.50085,118
2021-06-19 23:18:28 CET,5759,25.875,15,15.49,7.29424,5.47987,115
2021-06-19 23:18:48 CET,5760,25.875,15,8.946,7.2897,5.41747,115
2021-06-19 23:19:08 CET,5761,25.875,17,14.241,7.2897,4.85101,115
2021-06-19 23:19:27 CET,5762,25.875,16,0,7.28516,5.07753,118
2021-06-19 23:19:47 CET,5763,25.875,17,12.527,7.29424,4.86948,112
2021-06-19 23:20:07 CET,5764,25.875,16,6.295,7.28516,4.85101,115
2021-06-19 23:20:27 CET,5765,25.875,16,19.848,7.29424,5.05824,115
2021-06-19 23:20:47 CET,5766,25.875,17,7.569,7.28516,5.82565,111
2021-06-19 23:21:06 CET,5767,25.875,16,22.483,7.27154,5.21473,115
2021-06-19 23:21:26 CET,5768,25.875,16,15.65,7.28516,5.0969,115
2021-06-19 23:21:46 CET,5769,25.875,17,13.087,7.29878,5.21473,110
2021-06-19 23:22:06 CET,5770,25.875,17,30.188,7.29424,5.43819,112
2021-06-19 23:22:26 CET,5771,25.875,17,13.968,7.267,5.07753,115
2021-06-19 23:22:46 CET,5772,25.875,17,14.233,7.2897,5.71521,111
2021-06-19 23:23:43 CET,5773,25.875,15,10.805,7.2897,5.69339,115
2021-06-19 23:24:03 CET,5774,25.8125,17,11.421,7.25792,5.89298,115
2021-06-19 23:24:23 CET,5775,25.875,17,11.982,7.29424,5.11634,115
2021-06-19 23:24:42 CET,5776,25.8125,17,0,7.27154,5.9156,114
2021-06-19 23:25:02 CET,5777,25.875,16,0,7.2897,5.00082,113
2021-06-19 23:25:22 CET,5778,25.875,16,9.964,7.29424,5.0969,114
2021-06-19 23:25:42 CET,5779,25.8125,17,12.062,7.2897,5.56426,115
2021-06-19 23:26:01 CET,5780,25.875,16,9.058,7.29424,5.0969,115
2021-06-19 23:26:21 CET,5781,25.8125,17,14.545,7.28516,5.47987,112
2021-06-19 23:26:41 CET,5782,25.8125,16,12.391,7.2897,5.21473,115
2021-06-19 23:27:00 CET,5783,25.875,16,0,7.25792,5.07753,115
2021-06-19 23:27:20 CET,5784,25.8125,15,34.906,7.32148,5.9156,117
2021-06-19 23:27:39 CET,5785,25.875,17,14.649,7.30786,5.9156,111
2021-06-19 23:27:59 CET,5786,25.8125,17,14.841,7.28516,5.1949,115
2021-06-19 23:28:19 CET,5787,25.875,17,35.114,7.29424,5.82565,114
2021-06-19 23:28:38 CET,5788,25.875,17,0,7.29424,5.78121,118
2021-06-19 23:28:58 CET,5789,25.875,17,13.32,7.2897,5.78121,116
2021-06-19 23:29:18 CET,5790,25.8125,16,23.292,7.29424,5.0969,117
2021-06-19 23:29:37 CET,5791,25.875,15,34.906,7.29424,5.89298,115
2021-06-19 23:29:57 CET,5792,25.875,16,0,7.26246,5.03903,114
2021-06-19 23:30:16 CET,5793,25.8125,16,14.609,7.29424,4.90663,114
2021-06-19 23:30:36 CET,5794,25.875,15,28.21,7.31694,5.75912,117
2021-06-19 23:30:55 CET,5795,25.875,15,34.794,7.28062,5.848,114
2021-06-19 23:31:15 CET,5796,25.875,17,12.551,7.2897,5.73712,115
2021-06-19 23:31:34 CET,5797,25.875,16,13.079,7.27608,5.98403,112
2021-06-19 23:31:54 CET,5798,25.875,16,13.424,7.2897,5.01989,113
2021-06-19 23:32:14 CET,5799,25.8125,17,0.608,7.28516,5.89298,112
2021-06-19 23:32:33 CET,5800,25.875,16,14.545,7.2897,5.03903,115
2021-06-19 23:32:53 CET,5801,25.8125,17,0,7.29878,5.01989,115
2021-06-19 23:33:13 CET,5802,25.875,17,9.042,7.27154,5.03903,116
2021-06-19 23:33:32 CET,5803,25.8125,17,10.789,7.29424,5.60696,112
2021-06-19 23:33:52 CET,5804,25.875,16,16.788,7.29424,4.88802,117
2021-06-19 23:34:12 CET,5805,25.8125,17,0,7.27154,5.13586,116
2021-06-19 23:34:31 CET,5806,25.875,17,34.882,7.2897,5.50085,115
2021-06-19 23:34:51 CET,5807,25.8125,17,9.851,7.29424,5.43819,113
2021-06-19 23:35:11 CET,5808,25.8125,17,27.024,7.29424,4.79604,117
2021-06-19 23:35:31 CET,5809,25.875,17,9.707,7.28516,5.23464,117
2021-06-19 23:35:51 CET,5810,25.8125,17,12.174,7.29424,5.43819,114
2021-06-19 23:36:10 CET,5811,25.8125,17,15.162,7.26246,4.88802,118
2021-06-19 23:36:30 CET,5812,25.875,15,34.922,7.31694,5.60696,117
2021-06-19 23:36:49 CET,5813,25.875,17,20.184,7.28062,4.77786,118
2021-06-19 23:37:09 CET,5814,25.8125,17,26.127,7.28516,4.77786,117
2021-06-19 23:37:28 CET,5815,25.875,15,0,7.28516,5.41747,114
2021-06-19 23:37:48 CET,5816,25.8125,17,18.646,7.29424,5.41747,111
2021-06-19 23:38:08 CET,5817,25.8125,17,7.408,7.2897,4.74171,114
2021-06-19 23:38:27 CET,5818,25.8125,16,0,7.29878,4.81429,114
2021-06-19 23:38:47 CET,5819,25.8125,17,16.964,7.25338,5.41747,117
2021-06-19 23:39:06 CET,5820,25.875,16,24.149,7.28062,5.05824,116
2021-06-19 23:39:26 CET,5821,25.875,17,19.311,7.2897,4.88802,115
2021-06-19 23:39:46 CET,5822,25.8125,15,15.29,7.29424,5.69339,115
2021-06-19 23:40:05 CET,5823,25.875,16,34.85,7.28516,4.85101,116
2021-06-19 23:40:25 CET,5824,25.875,17,15.779,7.2897,5.47987,113
2021-06-19 23:41:22 CET,5825,25.8125,15,12.615,7.29424,5.60696,116
2021-06-19 23:41:41 CET,5826,25.875,15,12.054,7.29424,5.65,117
2021-06-19 23:42:01 CET,5827,25.8125,16,14.914,7.32148,5.37627,112
2021-06-19 23:42:21 CET,5828,25.875,16,15.49,7.29424,4.79604,112
2021-06-19 23:42:41 CET,5829,25.8125,17,10.893,7.2897,5.60696,112
2021-06-19 23:43:01 CET,5830,25.8125,16,14.361,7.28516,4.90663,115
2021-06-19 23:43:20 CET,5831,25.8125,17,16.572,7.2897,5.78121,112
2021-06-19 23:43:40 CET,5832,25.8125,15,12.471,7.32148,5.43819,117
2021-06-19 23:44:00 CET,5833,25.875,16,34.93,7.28516,5.56426,112
2021-06-19 23:44:19 CET,5834,25.8125,16,9.339,7.29424,4.79604,116
2021-06-19 23:44:39 CET,5835,25.8125,16,7.937,7.27608,5.41747,112
2021-06-19 23:44:58 CET,5836,25.875,17,8.41,7.29424,5.3558,117
2021-06-19 23:45:18 CET,5837,25.8125,16,7.048,7.2897,4.79604,117
2021-06-19 23:45:37 CET,5838,25.875,16,0,7.29424,4.79604,116
2021-06-19 23:45:57 CET,5839,25.8125,15,12.951,7.2897,5.50085,115
2021-06-19 23:46:16 CET,5840,25.8125,17,10.196,7.30786,5.69339,115
2021-06-19 23:46:36 CET,5841,25.8125,16,0,7.28516,4.86948,115
2021-06-19 23:46:56 CET,5842,25.8125,15,11.213,7.32602,5.75912,113
2021-06-19 23:47:15 CET,5843,25.8125,17,11.878,7.2897,5.73712,112
2021-06-19 23:47:35 CET,5844,25.8125,16,0,7.28516,5.00082,113
2021-06-19 23:47:54 CET,5845,25.8125,17,0,7.2897,5.73712,105
2021-06-19 23:48:14 CET,5846,25.8125,15,11.758,7.28516,5.87045,112
2021-06-19 23:48:33 CET,5847,25.8125,16,10.156,7.29424,4.96292,113
2021-06-19 23:48:53 CET,5848,25.8125,17,9.05,7.28516,5.69339,107
2021-06-19 23:49:12 CET,5849,25.8125,16,8.898,7.28516,5.07753,115
2021-06-19 23:49:32 CET,5850,25.8125,17,9.707,7.30332,5.03903,111
2021-06-19 23:50:28 CET,5851,25.8125,15,0,7.30332,5.78121,114
2021-06-19 23:50:47 CET,5852,25.8125,16,14.057,7.2897,5.03903,115
2021-06-19 23:51:07 CET,5853,25.8125,17,11.261,7.2897,5.45899,117
2021-06-19 23:51:27 CET,5854,25.8125,16,31.87,7.29424,5.07753,115
2021-06-19 23:51:46 CET,5855,25.8125,15,16.596,7.29424,5.65,115
2021-06-19 23:52:06 CET,5856,25.8125,17,16.564,7.30332,5.69339,117
2021-06-19 23:52:25 CET,5857,25.8125,17,16.163,7.28516,5.62844,113
2021-06-19 23:52:45 CET,5858,25.8125,16,34.89,7.2897,4.96292,116
2021-06-19 23:53:05 CET,5859,25.75,16,0,7.28516,4.88802,114
2021-06-19 23:53:24 CET,5860,25.8125,16,13.191,7.2897,5.07753,115
2021-06-19 23:53:44 CET,5861,25.8125,15,10.909,7.2897,5.56426,115
2021-06-19 23:54:03 CET,5862,25.8125,15,8.778,7.27608,5.56426,115
2021-06-19 23:54:23 CET,5863,25.8125,16,9.747,7.27608,4.90663,114
2021-06-19 23:54:43 CET,5864,25.875,17,11.261,7.2897,4.92532,115
2021-06-19 23:55:02 CET,5865,25.8125,16,14.033,7.29424,4.96292,112
2021-06-19 23:55:59 CET,5866,25.8125,15,0,7.26246,5.69339,114
2021-06-19 23:56:18 CET,5867,25.8125,16,12.054,7.28516,5.98403,111
2021-06-19 23:56:38 CET,5868,25.8125,17,12.158,7.29424,5.71521,114
2021-06-19 23:56:57 CET,5869,25.8125,16,12.911,7.267,5.03903,115
2021-06-19 23:57:17 CET,5870,25.8125,17,17.541,7.28516,5.56426,114
2021-06-19 23:57:36 CET,5871,25.8125,16,24.573,7.30332,5.00082,116
2021-06-19 23:57:56 CET,5872,25.8125,16,13.063,7.27608,5.54304,112
2021-06-19 23:58:15 CET,5873,25.8125,15,16.836,7.29424,5.47987,116
2021-06-19 23:58:35 CET,5874,25.8125,16,21.273,7.29424,5.03903,115
2021-06-19 23:58:54 CET,5875,25.8125,16,11.077,7.24885,4.79604,115
2021-06-19 23:59:14 CET,5876,25.75,17,14.417,7.29424,5.60696,117
2021-06-19 23:59:33 CET,5877,25.8125,16,0,7.2897,4.90663,117
2021-06-19 23:59:53 CET,5878,25.8125,17,14.016,7.30332,5.47987,122
2021-06-20 00:00:12 CET,5879,25.8125,16,11.493,7.25792,5.54304,112
2021-06-20 00:01:08 CET,5880,25.8125,15,13.904,7.27608,5.62844,115
2021-06-20 00:01:28 CET,5881,25.8125,17,17.525,7.27608,5.3558,117
2021-06-20 00:01:47 CET,5882,25.8125,17,5.046,7.2897,5.41747,117
2021-06-20 00:02:07 CET,5883,25.8125,17,10.861,7.2897,5.54304,118
2021-06-20 00:02:27 CET,5884,25.8125,17,34.906,7.29878,5.41747,112
2021-06-20 00:02:46 CET,5885,25.75,16,8.025,7.2897,4.79604,117
2021-06-20 00:03:06 CET,5886,25.8125,16,16.427,7.29424,4.77786,118
2021-06-20 00:03:25 CET,5887,25.8125,17,13.055,7.28516,5.3354,117
2021-06-20 00:03:45 CET,5888,25.8125,16,21.746,7.2897,4.53072,118
2021-06-20 00:04:04 CET,5889,25.8125,17,11.974,7.2897,5.41747,117
2021-06-20 00:04:24 CET,5890,25.8125,17,8.169,7.29424,5.71521,115
2021-06-20 00:05:20 CET,5891,25.8125,15,15.21,7.2897,5.41747,112
2021-06-20 00:06:17 CET,5892,25.8125,15,9.099,7.2897,5.45899,115
2021-06-20 00:06:36 CET,5893,25.8125,17,12.671,7.29424,4.79604,115
2021-06-20 00:06:56 CET,5894,25.8125,17,19.663,7.30332,4.63497,115
2021-06-20 00:07:15 CET,5895,25.8125,17,14.833,7.27154,4.49651,117
2021-06-20 00:07:35 CET,5896,25.8125,17,14.073,7.28062,4.61742,117
2021-06-20 00:07:55 CET,5897,25.8125,15,14.809,7.27154,5.1949,114
2021-06-20 00:08:14 CET,5898,25.8125,17,34.882,7.29424,5.0969,114
2021-06-20 00:08:34 CET,5899,25.8125,17,34.978,7.29424,4.47951,115
2021-06-20 00:08:53 CET,5900,25.8125,17,8.065,7.30332,5.15546,111
2021-06-20 00:09:13 CET,5901,25.8125,17,9.131,7.2897,4.39549,116
2021-06-20 00:09:32 CET,5902,25.75,17,34.906,7.31694,5.13586,111
2021-06-20 00:09:52 CET,5903,25.875,17,13.704,7.2897,4.90663,112
2021-06-20 00:10:11 CET,5904,25.8125,15,19.055,7.32148,5.07753,122
2021-06-20 00:10:31 CET,5905,25.8125,15,13.344,7.29424,5.1949,117
2021-06-20 00:10:50 CET,5906,25.8125,15,34.946,7.29424,5.31509,115
2021-06-20 00:11:10 CET,5907,25.8125,17,10.476,7.30332,5.0969,112
2021-06-20 00:11:29 CET,5908,25.75,16,0,7.30332,4.92532,110
2021-06-20 00:11:49 CET,5909,25.8125,17,12.527,7.29878,5.0969,117
2021-06-20 00:12:09 CET,5910,25.75,17,11.349,7.29424,4.32945,117
2021-06-20 00:12:28 CET,5911,25.75,17,9.371,7.25792,4.85101,112
2021-06-20 00:12:48 CET,5912,25.8125,15,12.046,7.27608,4.79604,117
2021-06-20 00:13:07 CET,5913,25.8125,16,14.569,7.2897,4.79604,112
2021-06-20 00:13:27 CET,5914,25.75,17,12.407,7.29424,4.49651,111
2021-06-20 00:13:46 CET,5915,25.8125,17,16.892,7.29424,4.79604,112
2021-06-20 00:14:06 CET,5916,25.8125,17,17.853,7.32148,4.79604,117
2021-06-20 00:14:25 CET,5917,25.8125,17,20.32,7.29424,4.92532,112
2021-06-20 00:15:22 CET,5918,25.75,15,14.361,7.29878,4.79604,115
2021-06-20 00:15:41 CET,5919,25.8125,17,0,7.28516,4.75975,115
2021-06-20 00:16:01 CET,5920,25.8125,15,9.411,7.25338,4.59994,116
2021-06-20 00:16:20 CET,5921,25.8125,17,25.943,7.30332,4.74171,119
2021-06-20 00:16:40 CET,5922,25.75,17,15.186,7.29878,4.53072,117
2021-06-20 00:16:59 CET,5923,25.8125,17,0,7.28516,4.79604,115
2021-06-20 00:17:19 CET,5924,25.75,17,11.63,7.27608,3.83672,116
2021-06-20 00:17:38 CET,5925,25.75,17,16.964,7.29424,4.63497,111
2021-06-20 00:17:58 CET,5926,25.75,16,14.145,7.2897,4.67027,112
2021-06-20 00:18:17 CET,5927,25.8125,17,9.483,7.25338,3.90971,117
2021-06-20 00:18:37 CET,5928,25.8125,17,0,7.30332,4.59994,115
2021-06-20 00:18:56 CET,5929,25.8125,16,0,7.2897,3.92448,116
2021-06-20 00:19:16 CET,5930,25.8125,17,12.27,7.28516,4.49651,118
2021-06-20 00:19:35 CET,5931,25.8125,17,34.938,7.29878,4.4289,112
2021-06-20 00:19:55 CET,5932,25.8125,17,14.93,7.30332,4.53072,112
2021-06-20 00:20:14 CET,5933,25.75,17,12.775,7.27608,4.18459,118
2021-06-20 00:21:48 CET,5934,25.75,15,12.046,7.2897,4.49651,115
2021-06-20 00:22:07 CET,5935,25.8125,15,0,7.29424,4.58254,115
2021-06-20 00:22:27 CET,5936,25.8125,17,34.577,7.28516,4.63497,117
2021-06-20 00:22:47 CET,5937,25.8125,15,20.496,7.29424,4.18459,115
2021-06-20 00:23:43 CET,5938,25.75,15,17.949,7.28516,4.79604,115
2021-06-20 00:24:03 CET,5939,25.8125,17,10.3,7.29878,4.58254,111
2021-06-20 00:24:22 CET,5940,25.8125,16,34.922,7.28516,4.70585,112
2021-06-20 00:24:42 CET,5941,25.75,17,5.342,7.2897,4.70585,112
2021-06-20 00:25:02 CET,5942,25.75,17,9.219,7.29424,4.67027,112
2021-06-20 00:25:21 CET,5943,25.8125,16,21.425,7.2897,4.59994,112
2021-06-20 00:25:41 CET,5944,25.75,17,10.476,7.29424,4.75975,117
2021-06-20 00:26:01 CET,5945,25.8125,15,13.928,7.2897,4.77786,117
2021-06-20 00:26:20 CET,5946,25.75,17,33.216,7.29878,4.88802,110
2021-06-20 00:26:40 CET,5947,25.75,17,0,7.2897,4.81429,114
2021-06-20 00:26:59 CET,5948,25.75,17,34.89,7.34417,4.09081,116
2021-06-20 00:27:19 CET,5949,25.8125,17,23.572,7.29424,4.75975,112
2021-06-20 00:27:39 CET,5950,25.75,17,0,7.28516,4.49651,116
2021-06-20 00:27:58 CET,5951,25.75,15,17.06,7.29424,4.65259,115
2021-06-20 00:28:18 CET,5952,25.75,17,15.915,7.28516,4.68802,112
2021-06-20 00:28:38 CET,5953,25.8125,17,11.373,7.28516,4.67027,115
2021-06-20 00:28:57 CET,5954,25.8125,17,0,7.2897,4.5652,115
2021-06-20 00:29:17 CET,5955,25.75,17,19.295,7.30786,4.61742,112
2021-06-20 00:29:37 CET,5956,25.8125,17,0,7.28516,4.70585,111
2021-06-20 00:29:56 CET,5957,25.75,17,19.263,7.30332,4.59994,112
2021-06-20 00:30:16 CET,5958,25.75,17,34.938,7.29878,4.51358,112
2021-06-20 00:30:35 CET,5959,25.75,15,13.4,7.2897,4.63497,117
2021-06-20 00:30:55 CET,5960,25.6875,17,0,7.29878,4.51358,115
2021-06-20 00:31:14 CET,5961,25.8125,15,5.566,7.30332,4.49651,116
2021-06-20 00:31:34 CET,5962,25.75,17,14.137,7.2897,4.70585,111
2021-06-20 00:31:53 CET,5963,25.75,16,33.544,7.28516,4.04474,115
2021-06-20 00:32:13 CET,5964,25.75,15,15.17,7.3124,4.47951,117
2021-06-20 00:32:32 CET,5965,25.75,16,19.856,7.2897,4.65259,112
2021-06-20 00:32:52 CET,5966,25.75,17,13.151,7.27608,3.98414,115
2021-06-20 00:33:11 CET,5967,25.75,17,13.96,7.29424,4.51358,112
2021-06-20 00:33:31 CET,5968,25.6875,15,24.669,7.28516,4.5652,117
2021-06-20 00:33:50 CET,5969,25.75,17,13.175,7.29424,3.9992,117
2021-06-20 00:34:10 CET,5970,25.75,16,9.803,7.29424,4.5652,112
2021-06-20 00:34:29 CET,5971,25.75,17,16.115,7.24431,3.9542,115
2021-06-20 00:34:49 CET,5972,25.75,16,11.245,7.30332,4.61742,112
2021-06-20 00:35:08 CET,5973,25.75,17,13.352,7.28516,4.24835,116
2021-06-20 00:35:28 CET,5974,25.6875,15,13.368,7.267,4.5652,114
2021-06-20 00:35:47 CET,5975,25.75,16,12.375,7.29424,4.04474,115
2021-06-20 00:36:43 CET,5976,25.6875,15,0,7.28516,4.53072,117
2021-06-20 00:37:03 CET,5977,25.75,15,2.042,7.2897,4.5652,118
2021-06-20 00:37:23 CET,5978,25.75,17,8.193,7.29424,4.4289,112
2021-06-20 00:37:42 CET,5979,25.75,17,14.233,7.30332,3.8512,112
2021-06-20 00:38:02 CET,5980,25.75,16,9.371,7.29424,3.86574,115
2021-06-20 00:38:21 CET,5981,25.6875,17,10.404,7.2897,4.53072,112
2021-06-20 00:38:41 CET,5982,25.75,16,8.962,7.2897,4.58254,111
2021-06-20 00:39:00 CET,5983,25.75,15,11.405,7.2897,4.59994,114
2021-06-20 00:39:20 CET,5984,25.75,17,12.495,7.29424,4.46257,108
2021-06-20 00:39:39 CET,5985,25.6875,17,28.442,7.2897,4.75975,114
2021-06-20 00:39:59 CET,5986,25.75,16,11.71,7.2897,4.70585,112
2021-06-20 00:40:18 CET,5987,25.75,16,12.687,7.2897,4.2806,118
2021-06-20 00:40:38 CET,5988,25.75,16,12.799,7.27608,4.04474,114
2021-06-20 00:40:57 CET,5989,25.75,16,12.767,7.2897,4.72374,112
2021-06-20 00:41:17 CET,5990,25.75,16,13.248,7.29878,4.61742,115
2021-06-20 00:41:36 CET,5991,25.75,16,15.755,7.28062,3.92448,117
2021-06-20 00:41:56 CET,5992,25.75,17,11.405,7.28516,4.59994,114
2021-06-20 00:42:16 CET,5993,25.6875,16,34.938,7.29424,4.79604,112
2021-06-20 00:42:35 CET,5994,25.75,16,0,7.27154,4.75975,112
2021-06-20 00:42:55 CET,5995,25.75,16,0,7.29424,4.0295,116
2021-06-20 00:43:14 CET,5996,25.75,16,0,7.2897,4.5652,114
2021-06-20 00:44:10 CET,5997,25.75,15,6.912,7.28516,4.63497,119
2021-06-20 00:45:44 CET,5998,25.75,15,30.14,7.29878,4.79604,114
2021-06-20 00:46:04 CET,5999,25.75,16,0,7.30332,4.67027,110
2021-06-20 00:47:00 CET,6000,25.75,16,13.736,7.25792,4.92532,111
2021-06-20 00:47:20 CET,6001,25.75,15,15.346,7.25338,4.79604,115
2021-06-20 00:47:39 CET,6002,25.75,16,21.97,7.2897,4.34586,114
2021-06-20 00:47:59 CET,6003,25.6875,16,18.55,7.29424,4.51358,114
2021-06-20 00:48:19 CET,6004,25.75,16,11.037,7.2897,5.00082,112
2021-06-20 00:48:38 CET,6005,25.6875,16,34.89,7.27154,5.00082,115
2021-06-20 00:48:58 CET,6006,25.75,17,15.17,7.25792,4.47951,114
2021-06-20 00:49:17 CET,6007,25.75,16,0,7.29424,4.32945,113
2021-06-20 00:49:37 CET,6008,25.6875,17,0.288,7.29878,5.0969,112
2021-06-20 00:49:56 CET,6009,25.6875,16,17.052,7.28516,4.4289,112
2021-06-20 00:50:16 CET,6010,25.6875,16,11.734,7.28516,4.21634,114
2021-06-20 00:50:36 CET,6011,25.6875,16,13.784,7.28062,4.4289,115
2021-06-20 00:50:55 CET,6012,25.75,16,0,7.2897,4.85101,109
