created_at,entry_id,Temp,Turbidity,Dissolved O2,pH,Ammonia,Ntrate
2021-06-18 13:04:56 CET,165,25.125,15,9.531,7.25338,2.62737,144
2021-06-18 13:05:16 CET,166,25.125,15,8.874,6.85391,2.62737,138
2021-06-18 13:05:36 CET,167,25.125,15,11.998,7.25792,2.67687,141
2021-06-18 13:10:42 CET,168,25.125,14,11.846,7.25338,2.20516,145
2021-06-18 13:11:02 CET,169,25.125,14,10.164,7.24431,2.20516,150
2021-06-18 13:11:21 CET,170,25.0625,14,12.455,7.24431,2.23824,146
2021-06-18 13:11:41 CET,171,25.125,15,15.546,7.24885,2.15646,145
2021-06-18 13:12:00 CET,172,25.0625,13,11.205,7.23977,2.46591,145
2021-06-18 13:12:20 CET,173,25.125,14,3.123,7.24885,2.15646,144
2021-06-18 13:12:39 CET,174,25.0625,13,10.636,7.28516,2.4476,146
2021-06-18 13:12:59 CET,175,25.125,15,7.617,7.25792,2.41137,145
2021-06-18 13:13:19 CET,176,25.125,15,11.293,7.25792,2.19697,146
2021-06-18 13:13:38 CET,177,25.125,13,9.259,7.27154,2.53113,145
2021-06-18 13:13:58 CET,178,25.125,15,9.259,7.24431,2.37569,144
2021-06-18 13:14:18 CET,179,25.0625,13,13.24,7.25338,2.39346,144
2021-06-18 13:14:37 CET,180,25.125,15,9.539,7.24885,2.41137,142
2021-06-18 13:15:34 CET,181,25.125,13,7.929,7.25338,2.46591,142
2021-06-18 13:15:53 CET,182,25.125,14,2.306,7.24431,2.21339,143
2021-06-18 13:16:13 CET,183,25.125,14,5.638,7.25338,2.50297,144
2021-06-18 13:16:32 CET,184,25.0625,14,7.665,7.25792,2.37569,151
2021-06-18 13:16:51 CET,185,25.0625,14,7.416,7.24885,1.92163,156
2021-06-18 13:17:11 CET,186,25.125,14,8.866,7.24885,1.95768,160
2021-06-18 13:17:30 CET,187,25.0625,14,7.04,7.24431,1.70619,155
2021-06-18 13:17:50 CET,188,25.125,14,10.212,7.24431,1.52628,160
2021-06-18 13:18:10 CET,189,25.125,15,11.269,7.24885,1.4816,159
2021-06-18 13:18:29 CET,190,25.125,15,10.636,7.2897,1.44357,156
2021-06-18 13:18:49 CET,191,25.125,14,12.759,7.25338,1.63181,155
2021-06-18 13:19:08 CET,192,25.125,15,9.131,7.24885,1.56648,149
2021-06-18 13:19:28 CET,193,25.125,15,8.93,7.25338,1.72531,144
2021-06-18 13:20:24 CET,194,25.0625,13,9.875,7.25338,1.86533,144
2021-06-18 13:20:44 CET,195,25.125,14,12.006,7.24431,1.66858,147
2021-06-18 13:21:03 CET,196,25.125,14,11.582,7.25338,1.79062,145
2021-06-18 13:21:23 CET,197,25.125,14,6.471,7.267,1.99441,144
2021-06-18 13:21:42 CET,198,25.125,14,9.803,7.25792,1.79728,144
2021-06-18 13:22:01 CET,199,25.0625,14,12.126,7.24885,2.04702,142
2021-06-18 13:22:21 CET,200,25.125,14,12.735,7.24885,1.90032,147
2021-06-18 13:22:40 CET,201,25.125,13,19.239,7.24885,2.05464,144
2021-06-18 13:23:00 CET,202,25.125,13,7.977,7.24431,2.0243,146
2021-06-18 13:23:20 CET,203,25.0625,14,16.083,7.24431,1.95768,146
2021-06-18 13:23:39 CET,204,25.0625,14,10.981,7.25338,2.03184,147
2021-06-18 13:23:59 CET,205,25.0625,14,9.235,7.25338,1.85151,144
2021-06-18 13:24:18 CET,206,25.125,14,8.554,7.27154,2.0777,146
2021-06-18 13:24:38 CET,207,25.125,14,10.116,7.25338,2.06999,145
2021-06-18 13:25:35 CET,208,25.125,14,11.261,7.24885,2.19697,140
2021-06-18 13:25:54 CET,209,25.125,15,10.516,7.25338,2.28031,143
2021-06-18 13:26:14 CET,210,25.125,14,12.503,7.24885,2.00184,144
2021-06-18 13:26:33 CET,211,25.125,15,12.455,7.25338,2.28882,144
2021-06-18 13:26:53 CET,212,25.125,15,12.19,7.24431,2.24659,137
2021-06-18 13:27:12 CET,213,25.125,14,11.718,7.26246,2.0623,144
2021-06-18 13:27:32 CET,214,25.125,14,10.789,7.24885,2.0243,144
2021-06-18 13:27:51 CET,215,25.125,15,10.412,7.24885,2.33184,144
2021-06-18 13:28:11 CET,216,25.125,14,9.387,7.25338,2.10102,144
2021-06-18 13:28:30 CET,217,25.125,15,8.85,7.25792,2.30593,144
2021-06-18 13:28:50 CET,218,25.125,15,12.895,7.24431,2.45674,139
2021-06-18 13:29:10 CET,219,25.125,15,3.259,7.25338,2.33184,144
2021-06-18 13:29:29 CET,220,25.1875,15,9.283,7.24431,2.14845,144
2021-06-18 13:29:49 CET,221,25.125,15,9.395,7.25792,2.50297,143
2021-06-18 13:30:08 CET,222,25.1875,14,5.951,7.25338,2.22164,143
2021-06-18 13:30:28 CET,223,25.125,15,16.267,7.25338,2.25498,144
2021-06-18 13:30:47 CET,224,25.125,15,9.042,7.24885,2.52171,138
2021-06-18 13:31:07 CET,225,25.125,15,12.839,7.24431,2.27183,142
2021-06-18 13:31:26 CET,226,25.0625,15,8.914,7.24431,2.54059,144
2021-06-18 13:31:46 CET,227,25.125,15,9.01,7.24885,2.57879,137
2021-06-18 13:32:05 CET,228,25.0625,15,11.598,7.25792,2.33184,143
2021-06-18 13:32:25 CET,229,25.1875,16,9.179,7.24431,2.34928,136
2021-06-18 13:32:44 CET,230,25.125,15,9.091,7.25792,2.62737,143
2021-06-18 13:33:04 CET,231,25.125,15,9.091,7.24885,2.66689,137
2021-06-18 13:33:23 CET,232,25.125,15,11.862,7.25792,2.65695,139
2021-06-18 13:33:43 CET,233,25.125,14,11.782,7.24885,2.7996,142
2021-06-18 13:34:03 CET,234,25.125,16,8.706,7.24431,2.75806,146
2021-06-18 13:34:22 CET,235,25.1875,14,13.023,7.24431,2.75806,142
2021-06-18 13:34:42 CET,236,25.125,16,11.357,7.24431,2.73753,134
2021-06-18 13:35:01 CET,237,25.125,16,9.539,7.24885,2.42037,143
2021-06-18 13:35:58 CET,238,25.125,14,9.259,7.37595,2.7996,138
2021-06-18 13:36:17 CET,239,25.125,16,9.443,7.25338,2.95007,137
2021-06-18 13:36:37 CET,240,25.125,16,10.741,7.24431,2.91714,139
2021-06-18 13:36:57 CET,241,25.125,16,13.111,7.24431,2.96113,133
2021-06-18 13:37:16 CET,242,25.1875,16,10.781,7.24431,2.96113,135
2021-06-18 13:37:36 CET,243,25.125,15,10.316,7.28516,2.71716,143
2021-06-18 13:37:55 CET,244,25.125,16,9.395,7.24885,2.8631,140
2021-06-18 13:38:15 CET,245,25.125,16,8.786,7.25338,3.03973,131
2021-06-18 13:38:34 CET,246,25.1875,15,8.466,7.24431,2.81008,139
2021-06-18 13:38:54 CET,247,25.125,17,8.29,7.24885,3.08561,140
2021-06-18 13:39:13 CET,248,25.125,16,4.99,7.25792,2.69694,139
2021-06-18 13:39:33 CET,249,25.125,16,10.588,7.267,3.02838,144
2021-06-18 13:39:52 CET,250,25.125,15,8.442,7.2897,3.14396,138
2021-06-18 13:40:12 CET,251,25.1875,16,5.871,7.25792,3.1795,131
2021-06-18 13:40:31 CET,252,25.1875,16,6.535,7.24431,2.97223,136
2021-06-18 13:40:51 CET,253,25.1875,16,11.373,7.24431,3.14396,137
2021-06-18 13:41:10 CET,254,25.125,16,6.151,7.25338,2.99456,132
2021-06-18 13:41:30 CET,255,25.125,16,7.673,7.25792,3.15576,139
2021-06-18 13:41:49 CET,256,25.125,16,3.908,7.25338,3.37617,141
2021-06-18 13:42:09 CET,257,25.0625,16,5.983,7.24431,2.97223,140
2021-06-18 13:42:28 CET,258,25.125,15,15.642,7.25338,3.07408,144
2021-06-18 13:42:47 CET,259,25.125,14,8.634,7.2897,3.27632,139
2021-06-18 13:43:07 CET,260,25.125,16,8.546,7.24431,2.91714,139
2021-06-18 13:43:26 CET,261,25.125,16,9.139,7.25338,3.02838,129
2021-06-18 13:43:46 CET,262,25.0625,16,9.811,7.24431,3.33837,129
2021-06-18 13:44:05 CET,263,25.125,15,9.315,7.25338,3.38887,138
2021-06-18 13:44:25 CET,264,25.125,16,8.914,7.25338,3.36352,129
2021-06-18 13:44:44 CET,265,25.125,16,9.339,7.23069,3.37617,138
2021-06-18 13:45:04 CET,266,25.125,16,8.602,7.25338,3.41442,131
2021-06-18 13:45:24 CET,267,25.125,14,7.497,7.25338,3.4661,136
2021-06-18 13:45:43 CET,268,25.125,14,6.159,7.24431,3.4661,136
2021-06-18 13:46:03 CET,269,25.125,16,4.533,7.25338,3.33837,132
2021-06-18 13:46:22 CET,270,25.1875,14,8.866,7.24885,3.37617,139
2021-06-18 13:47:19 CET,271,25.125,15,13.896,7.24885,3.33837,140
2021-06-18 13:47:38 CET,272,25.125,16,8.233,7.24431,3.33837,134
2021-06-18 13:48:35 CET,273,25.125,14,8.482,7.25338,3.301,131
2021-06-18 13:48:54 CET,274,25.1875,16,8.914,7.25338,2.99456,139
2021-06-18 13:49:14 CET,275,25.1875,16,8.354,7.24431,3.13219,139
2021-06-18 13:49:33 CET,276,25.125,16,10.588,7.25338,3.33837,131
2021-06-18 13:49:53 CET,277,25.125,16,11.261,7.23069,3.01706,139
2021-06-18 13:50:13 CET,278,25.1875,16,19.191,7.25792,3.33837,134
2021-06-18 13:50:32 CET,279,25.125,16,17.789,7.24885,3.33837,142
2021-06-18 13:50:52 CET,280,25.125,16,14.946,7.24431,2.92807,143
2021-06-18 13:51:11 CET,281,25.125,16,14.649,7.24431,2.84177,139
2021-06-18 13:51:31 CET,282,25.125,16,12.623,7.29424,3.20343,139
2021-06-18 13:52:27 CET,283,25.125,15,11.702,7.24431,3.15576,137
2021-06-18 13:52:47 CET,284,25.1875,16,11.245,7.24431,3.08561,133
2021-06-18 13:53:06 CET,285,25.1875,16,8.081,7.23069,3.15576,137
2021-06-18 13:53:26 CET,286,25.125,17,8.514,7.25338,3.62604,128
2021-06-18 13:53:46 CET,287,25.1875,15,16.259,7.27608,3.90971,128
2021-06-18 13:54:05 CET,288,25.125,17,9.531,7.24431,4.0295,129
2021-06-18 13:54:24 CET,289,25.1875,17,10.861,7.25338,4.23231,127
2021-06-18 13:54:44 CET,290,25.125,16,8.458,7.24885,3.92448,126
2021-06-18 13:55:04 CET,291,25.125,17,7.577,7.25792,4.29682,112
2021-06-18 13:55:23 CET,292,25.125,17,14.081,7.23977,4.54792,120
2021-06-18 13:55:43 CET,293,25.125,16,0,7.24431,4.44571,119
2021-06-18 13:56:02 CET,294,25.125,16,10.733,7.25338,4.16881,126
2021-06-18 13:56:22 CET,295,25.0625,16,11.598,7.25338,4.65259,121
2021-06-18 13:56:41 CET,296,25.125,16,8.986,7.24885,4.04474,127
2021-06-18 13:57:01 CET,297,25.0625,16,15.29,7.25792,4.15309,126
2021-06-18 13:57:20 CET,298,25.125,17,9.651,7.22615,4.63497,121
2021-06-18 13:57:40 CET,299,25.125,17,7.729,7.25338,3.93931,127
2021-06-18 13:57:59 CET,300,25.125,15,6.087,6.7495,4.47951,127
2021-06-18 13:58:19 CET,301,25.0625,16,7.977,7.25338,4.18459,128
2021-06-18 13:58:38 CET,302,25.125,17,13.111,7.25338,4.46257,112
2021-06-18 13:58:58 CET,303,25.125,17,9.851,7.22615,4.44571,123
2021-06-18 13:59:17 CET,304,25.0625,16,7.481,7.25338,4.15309,128
2021-06-18 13:59:37 CET,305,25.0625,15,8.177,7.24431,4.51358,128
2021-06-18 14:00:33 CET,306,25.0625,16,9.171,7.25792,4.63497,126
2021-06-18 14:00:53 CET,307,25.0625,16,10.38,7.25338,4.74171,126
2021-06-18 14:01:12 CET,308,25.0625,16,8.586,7.25338,4.54792,119
2021-06-18 14:01:32 CET,309,25.125,16,6.183,7.267,4.29682,128
2021-06-18 14:01:51 CET,310,25.125,16,7.793,7.24431,4.54792,126
2021-06-18 14:02:11 CET,311,25.125,16,7.416,7.25792,4.49651,119
2021-06-18 14:02:31 CET,312,25.0625,16,7.865,7.25792,4.74171,118
2021-06-18 14:02:50 CET,313,25.125,16,4.565,7.25792,4.16881,125
2021-06-18 14:03:10 CET,314,25.0625,17,6.111,7.24431,4.67027,124
2021-06-18 14:03:29 CET,315,25.0625,17,5.478,7.26246,4.5652,128
2021-06-18 14:03:49 CET,316,25.125,15,8.554,7.24885,4.77786,124
2021-06-18 14:04:08 CET,317,25.0625,15,6.992,7.25792,4.68802,124
2021-06-18 14:04:28 CET,318,25.0625,16,10.692,7.25338,4.06004,123
2021-06-18 14:04:47 CET,319,25.0625,16,11.109,7.25792,4.36234,117
2021-06-18 14:05:07 CET,320,25.0625,16,6.079,7.25338,4.20044,126
2021-06-18 14:05:26 CET,321,25.0625,16,11.838,7.29424,4.13743,127
2021-06-18 14:05:46 CET,322,25.0625,16,11.245,7.25338,4.36234,124
2021-06-18 14:06:06 CET,323,25.0625,16,11.798,7.25338,4.77786,123
2021-06-18 14:06:26 CET,324,25.0625,15,8.826,7.25338,4.72374,125
2021-06-18 14:06:45 CET,325,25.0625,17,14.874,7.23523,4.47951,123
2021-06-18 14:07:05 CET,326,25.0625,17,9.835,7.26246,4.5652,125
2021-06-18 14:07:24 CET,327,25.0625,16,8.962,7.23069,4.54792,126
2021-06-18 14:07:44 CET,328,25.0625,15,7.761,7.25338,4.15309,128
2021-06-18 14:08:03 CET,329,25.0625,15,8.025,7.267,4.70585,127
2021-06-18 14:08:23 CET,330,25,17,9.547,7.25338,4.0295,126
2021-06-18 14:08:42 CET,331,25.0625,17,10.428,7.25338,4.67027,127
2021-06-18 14:09:02 CET,332,25.0625,17,5.983,7.25338,4.01432,119
2021-06-18 14:09:58 CET,333,25.0625,15,4.845,7.29424,4.44571,125
2021-06-18 14:10:18 CET,334,25,16,12.807,7.24431,4.04474,127
2021-06-18 14:10:37 CET,335,25.0625,16,9.875,7.25792,3.98414,128
2021-06-18 14:10:57 CET,336,25.0625,16,13.992,7.267,3.90971,128
2021-06-18 14:11:16 CET,337,25.0625,16,6.992,7.25338,4.4289,115
2021-06-18 14:11:36 CET,338,25,16,14.449,7.24885,4.41216,124
2021-06-18 14:11:55 CET,339,25.0625,15,7.32,7.24885,4.54792,126
2021-06-18 14:12:15 CET,340,25.0625,15,10.548,7.24431,4.5652,125
2021-06-18 14:12:35 CET,341,25,16,11.894,7.24885,4.09081,125
2021-06-18 14:12:54 CET,342,25.0625,16,14.705,7.267,4.06004,249
2021-06-18 14:13:14 CET,343,25,17,8.266,7.25338,4.49651,298
2021-06-18 14:13:33 CET,344,25,17,6.439,7.25792,4.81429,271
2021-06-18 14:13:53 CET,345,25,15,6.167,7.24431,4.49651,272
