created_at,entry_id,Temp,Turbidity,DO,PH,Ammonia,Nitrate,latitude,longitude,elevation,status
2021-06-18 12:44:46 CET,1,26.5,100,0,7.99332,3.98414,345,,,,
2021-06-18 12:45:06 CET,2,26.5,100,0,7.96608,4.21634,341,,,,
2021-06-18 12:45:26 CET,3,26.4375,100,0,7.96608,4.46257,371,,,,
2021-06-18 12:45:45 CET,4,26.375,100,0,7.98878,4.68802,342,,,,
2021-06-18 12:50:37 CET,5,25.9375,11,0,7.9797,4.24835,357,,,,
2021-06-18 12:50:56 CET,6,25.9375,9,0,7.96608,4.18459,350,,,,
2021-06-18 12:51:16 CET,7,25.9375,10,0,7.97062,4.34586,337,,,,
2021-06-18 12:51:36 CET,8,25.9375,10,0,7.97062,4.61742,335,,,,
2021-06-18 12:52:32 CET,9,25.8125,8,0,7.98878,4.63497,343,,,,
2021-06-18 12:52:51 CET,10,25.8125,8,0,7.98878,4.47951,336,,,,
2021-06-18 12:53:11 CET,11,25.875,8,0,7.97062,4.67027,341,,,,
2021-06-18 12:53:31 CET,12,25.875,7,0,8.01148,4.61742,341,,,,
2021-06-18 12:53:50 CET,13,25.875,15,0,7.97062,4.72374,343,,,,
2021-06-18 12:54:10 CET,14,25.8125,11,0,7.97062,3.8512,361,,,,
2021-06-18 12:54:40 CET,15,25.8125,22,0,7.97062,4.10629,361,,,,
2021-06-18 12:54:59 CET,16,25.75,23,0,7.97062,2.60783,351,,,,
2021-06-18 12:55:29 CET,17,25.8125,23,0,7.84805,2.61758,356,,,,
2021-06-18 12:55:49 CET,18,25.8125,23,0,8.11588,2.72733,350,,,,
2021-06-18 12:56:08 CET,19,25.75,23,0,8.18851,2.99456,343,,,,
2021-06-18 12:56:28 CET,20,25.8125,25,0,8.16128,2.99456,334,,,,
2021-06-18 12:56:47 CET,21,25.75,24,0,7.97062,3.19144,339,,,,
2021-06-18 12:57:07 CET,22,25.6875,24,0,7.98424,3.35092,336,,,,
2021-06-18 12:57:27 CET,23,25.75,25,0,8.22937,3.51859,326,,,,
