created_at,entry_id,Temp,Turbidity,Dissolved O2,pH,Ammonia,Nitrate
2021-06-18 12:12:48 CET,4,27,45,0,8.40641,0.04398,813
2021-06-18 12:13:07 CET,5,27,45,0,8.40641,0.00052,1255
2021-06-18 12:13:27 CET,6,27,45,0,8.48358,0.00063,1119
2021-06-18 12:13:46 CET,7,26.9375,47,0,8.42003,0.00082,999
2021-06-18 12:14:06 CET,8,26.9375,46,0,8.39733,0.00108,882
2021-06-18 12:17:10 CET,9,26.6875,14,0,8.42003,0.1091,676
2021-06-18 12:17:32 CET,10,26.6875,14,0,8.40641,0.00113,670
2021-06-18 12:17:52 CET,11,26.6875,14,0,8.40641,0.00225,399
2021-06-18 12:18:11 CET,12,26.625,14,0,8.42003,0.00718,326
2021-06-18 12:18:31 CET,13,26.625,15,0,8.40641,0.02346,291
2021-06-18 12:18:48 CET,14,26.625,12,0,8.40641,0.05393,270
2021-06-18 12:19:07 CET,15,26.5625,13,0,8.40641,0.13203,247
2021-06-18 12:19:27 CET,16,26.625,15,0,8.40641,0.27792,226
2021-06-18 12:19:46 CET,17,26.5625,15,0,8.40641,0.57801,218
2021-06-18 12:20:06 CET,18,26.5,16,0,8.40187,0.84142,208
,2021-06-18 12:20:28 CET
,19,26.4375,16,0,8.40641,1.29133,202
2021-06-18 12:20:48 CET,20,26.4375,15,0,8.40641,2.03942,196
2021-06-18 12:21:08 CET,21,26.4375,16,0,8.42003,2.61758,182
2021-06-18 12:21:28 CET,22,26.4375,16,0,8.55167,3.08561,179
2021-06-18 12:22:24 CET,23,26.375,15,0,8.40641,6.1943,180
2021-06-18 12:22:44 CET,24,26.375,15,0,8.40641,6.29023,170
2021-06-18 12:23:03 CET,25,26.25,14,0,8.39733,7.42571,176
2021-06-18 12:23:23 CET,26,26.3125,15,0,8.41095,8.1834,169
2021-06-18 12:23:42 CET,27,26.3125,13,0,8.42911,10.68908,178
2021-06-18 12:24:02 CET,28,26.25,14,0,8.40187,10.03392,170
2021-06-18 12:24:22 CET,29,26.25,13,0,8.40187,11.16584,177
2021-06-18 12:24:41 CET,30,26.25,14,0,8.42003,12.33594,176
2021-06-18 12:25:01 CET,31,26.25,14,0,8.40641,12.99564,175
2021-06-18 12:25:20 CET,32,26.25,13,0,8.40641,13.97225,176
2021-06-18 12:25:40 CET,33,26.25,13,0,8.40641,17.98907,166
2021-06-18 12:26:00 CET,34,26.25,13,0,8.41549,16.10461,176
2021-06-18 12:26:19 CET,35,26.3125,12,0,8.40641,19.53849,175
2021-06-18 12:26:39 CET,36,26.25,14,0,8.41095,17.33571,176
2021-06-18 12:26:58 CET,37,26.3125,14,0,8.41095,18.51567,175
2021-06-18 12:27:18 CET,38,26.25,14,0,8.42911,18.74644,176
2021-06-18 12:27:41 CET,39,25.6875,18,0,8.40187,25.12487,161
2021-06-18 12:28:01 CET,40,25.1875,16,0,8.40641,21.95605,176
2021-06-18 12:28:20 CET,41,25.1875,16,0,8.40641,22.99327,167
2021-06-18 12:28:40 CET,42,25.1875,18,0,8.40641,23.68101,166
2021-06-18 12:29:00 CET,43,25.125,17,0,8.41095,25.23162,161
2021-06-18 12:29:20 CET,44,25.125,18,0,8.40187,27.47425,163
2021-06-18 12:29:39 CET,45,25.125,18,0,8.41095,25.44662,174
2021-06-18 12:29:59 CET,46,25.1875,18,0,8.40641,28.67667,165
2021-06-18 12:30:18 CET,47,25.1875,17,0,8.40641,30.45811,151
2021-06-18 12:30:38 CET,48,25.125,18,0,8.40641,30.72237,169
2021-06-18 12:30:58 CET,49,25.1875,18,0,8.40641,30.98914,165
2021-06-18 12:31:17 CET,50,25.1875,18,0,8.40641,31.80491,155
2021-06-18 12:31:37 CET,51,25.125,18,0,8.40641,33.07315,176
2021-06-18 12:31:56 CET,52,25.125,18,0,8.40641,32.78656,163
