created_at,entry_id,Temp,Turbidity,DO,PH,Ammonia,Nitrate,latitude,longitude,elevation,status
2021-06-23 04:26:14 CET,12554,25.1875,35,26.624,7.89799,inf,787,,,,
2021-06-23 04:26:33 CET,12555,25.1875,35,27.481,7.88891,inf,791,,,,
2021-06-23 04:26:53 CET,12556,25.125,35,27.016,7.89345,inf,789,,,,
2021-06-23 04:27:12 CET,12557,25.1875,35,27.249,7.91161,inf,786,,,,
2021-06-23 04:28:09 CET,12558,25.1875,34,27.377,7.88437,inf,787,,,,
2021-06-23 04:28:29 CET,12559,25.125,35,29.507,7.88437,inf,785,,,,
2021-06-23 04:28:48 CET,12560,25.1875,34,27.216,7.89799,inf,787,,,,
2021-06-23 04:29:08 CET,12561,25.1875,35,26.76,7.88891,inf,787,,,,
2021-06-23 04:29:27 CET,12562,25.1875,35,27.377,7.87075,inf,785,,,,
2021-06-23 04:29:47 CET,12563,25.1875,37,27.529,7.89345,inf,759,,,,
2021-06-23 04:30:43 CET,12564,25.1875,34,33.752,7.89799,inf,784,,,,
2021-06-23 04:31:40 CET,12565,25.1875,34,40.048,7.90707,inf,784,,,,
2021-06-23 04:32:00 CET,12566,25.1875,35,23.156,7.88437,inf,784,,,,
2021-06-23 04:32:56 CET,12567,25.1875,34,27.537,7.92523,inf,786,,,,
2021-06-23 04:33:15 CET,12568,25.125,35,22.363,7.89345,inf,784,,,,
2021-06-23 04:33:35 CET,12569,25.125,34,28.634,7.89345,inf,784,,,,
2021-06-23 04:33:55 CET,12570,25.125,35,26.936,7.89799,inf,784,,,,
2021-06-23 04:34:14 CET,12571,25.1875,35,27.673,7.88891,inf,784,,,,
2021-06-23 04:34:34 CET,12572,25.125,35,27.064,7.88437,inf,783,,,,
2021-06-23 04:34:53 CET,12573,25.125,37,26.512,7.89799,inf,758,,,,
2021-06-23 04:35:13 CET,12574,25.125,35,31.646,7.88437,inf,782,,,,
2021-06-23 04:35:32 CET,12575,25.125,34,27.064,7.90707,inf,784,,,,
2021-06-23 04:35:52 CET,12576,25.125,35,27.601,7.88891,inf,784,,,,
2021-06-23 04:36:11 CET,12577,25.125,35,30.508,7.88437,inf,786,,,,
2021-06-23 04:36:31 CET,12578,25.1875,35,29.571,7.88891,inf,787,,,,
2021-06-23 04:36:51 CET,12579,25.1875,37,27.096,7.88891,inf,761,,,,
2021-06-23 04:37:47 CET,12580,25.125,34,28.658,7.89345,inf,785,,,,
2021-06-23 04:38:07 CET,12581,25.125,35,26.64,7.87983,inf,784,,,,
2021-06-23 04:38:26 CET,12582,25.1875,35,26.936,7.88891,inf,784,,,,
2021-06-23 04:40:36 CET,12583,25.125,34,28.466,7.89799,inf,785,,,,
2021-06-23 04:40:56 CET,12584,25.1875,35,27.705,7.88437,inf,784,,,,
2021-06-23 04:41:16 CET,12585,25.125,35,29.7,7.87529,inf,784,,,,
2021-06-23 04:41:35 CET,12586,25.125,35,27.064,7.87529,inf,784,,,,
2021-06-23 04:41:55 CET,12587,25.125,35,26.848,7.89345,inf,784,,,,
2021-06-23 04:42:51 CET,12588,25.125,34,27.321,7.88891,inf,785,,,,
2021-06-23 04:43:11 CET,12589,25.125,35,22.379,7.88437,inf,787,,,,
2021-06-23 04:44:44 CET,12590,25.125,35,26.704,7.90253,inf,788,,,,
2021-06-23 04:45:40 CET,12591,25.125,35,25.478,7.88891,inf,789,,,,
2021-06-23 04:46:37 CET,12592,25.125,35,25.775,7.88891,inf,789,,,,
2021-06-23 04:46:57 CET,12593,25.125,35,26.8,7.89345,inf,785,,,,
2021-06-23 04:47:16 CET,12594,25.125,35,26.744,7.88437,inf,786,,,,
2021-06-23 04:47:36 CET,12595,25.125,35,27.377,7.89799,inf,785,,,,
2021-06-23 04:47:55 CET,12596,25.125,35,31.478,7.89799,inf,784,,,,
2021-06-23 04:48:52 CET,12597,25.125,35,30.14,7.89345,inf,787,,,,
2021-06-23 04:49:11 CET,12598,25.125,37,26.888,7.89345,inf,759,,,,
2021-06-23 04:49:31 CET,12599,25.125,35,29.507,7.88437,inf,784,,,,
2021-06-23 04:49:50 CET,12600,25.125,35,29.675,7.88437,inf,785,,,,
2021-06-23 04:50:10 CET,12601,25.0625,36,28.995,7.88891,inf,784,,,,
2021-06-23 04:50:29 CET,12602,25.125,35,30.581,7.88891,inf,785,,,,
2021-06-23 04:50:49 CET,12603,25.125,36,26.936,7.90253,inf,787,,,,
2021-06-23 04:51:46 CET,12604,25.125,35,28.106,7.89345,inf,787,,,,
2021-06-23 04:52:05 CET,12605,25.125,35,27.641,7.89345,inf,784,,,,
2021-06-23 04:52:25 CET,12606,25.125,36,27.449,7.89345,inf,785,,,,
2021-06-23 04:52:44 CET,12607,25.125,35,27.761,7.89345,inf,785,,,,
2021-06-23 04:53:04 CET,12608,25.125,36,40.048,7.90707,inf,789,,,,
2021-06-23 04:53:23 CET,12609,25.125,35,27.449,7.88891,inf,788,,,,
2021-06-23 04:53:43 CET,12610,25.125,35,27.128,7.89345,inf,788,,,,
2021-06-23 04:54:03 CET,12611,25.125,35,26.912,7.90253,inf,784,,,,
2021-06-23 04:54:59 CET,12612,25.125,35,31.582,7.88437,inf,789,,,,
2021-06-23 04:55:19 CET,12613,25.125,35,29.571,7.88437,inf,790,,,,
2021-06-23 04:56:15 CET,12614,25.125,35,27.361,7.88437,inf,762,,,,
2021-06-23 04:56:35 CET,12615,25.125,35,27.545,7.88891,inf,789,,,,
2021-06-23 04:56:54 CET,12616,25.125,35,27.04,7.88437,inf,791,,,,
2021-06-23 04:57:14 CET,12617,25.0625,35,30.669,7.88891,inf,792,,,,
2021-06-23 04:57:33 CET,12618,25.0625,36,25.51,7.89799,inf,794,,,,
2021-06-23 04:57:53 CET,12619,25.0625,35,29.579,7.89345,inf,789,,,,
2021-06-23 04:58:12 CET,12620,25.125,35,27.593,7.89799,inf,789,,,,
2021-06-23 04:58:32 CET,12621,25.0625,35,27.176,7.91161,inf,787,,,,
2021-06-23 04:58:51 CET,12622,25.0625,35,28.162,7.88437,inf,787,,,,
2021-06-23 04:59:11 CET,12623,25.125,35,22.403,7.89345,inf,789,,,,
2021-06-23 04:59:30 CET,12624,25.0625,36,28.17,7.87529,inf,783,,,,
2021-06-23 05:00:27 CET,12625,25.1875,35,27.2,7.88891,inf,788,,,,
2021-06-23 05:02:38 CET,12626,25.125,35,27.857,7.90253,inf,785,,,,
2021-06-23 05:02:57 CET,12627,25.125,36,25.246,7.89799,inf,787,,,,
2021-06-23 05:03:18 CET,12628,25.125,36,27.056,7.88437,inf,791,,,,
2021-06-23 05:03:37 CET,12629,25.125,36,28.202,7.88891,inf,784,,,,
2021-06-23 05:03:57 CET,12630,25.125,35,26.44,7.89345,inf,786,,,,
2021-06-23 05:04:17 CET,12631,25.0625,35,21.153,7.957,inf,790,,,,
2021-06-23 05:04:36 CET,12632,25.125,35,23.22,7.88891,inf,793,,,,
